StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
2025-04-15 19:30:09,2025-04-15 19:32:26,IP Address,100,137,True,2025-04-15 19:32:27,R_6f9MPFhr3mao2mk,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,6 – 10 hours,7 – 9 hours,11 – 15 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Never,Never,Never,Never
2025-04-15 19:33:27,2025-04-15 19:36:34,IP Address,100,186,True,2025-04-15 19:36:34,R_5b6WJAb5l11tU7T,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,More than 20 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Never,Never,Never,Never
2025-04-15 20:47:34,2025-04-15 20:50:20,IP Address,100,166,True,2025-04-15 20:50:21,R_4QRzIeCcupbC3Qi,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,No,Yes,No,No,No,Very Often,Often,Rarely,Sometimes
2025-04-15 21:42:50,2025-04-15 21:44:32,IP Address,100,102,True,2025-04-15 21:44:32,R_5dadxxDPMNp37Bw,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,1 – 5 hours,1 – 5 hours,Fair,Yes,Yes,Yes,Yes,No,Yes,Very Often,Very Often,Very Often,Often
2025-04-15 22:18:49,2025-04-15 22:20:53,IP Address,100,124,True,2025-04-15 22:20:54,R_5qXJ51YX7RZZNWV,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,6 – 10 hours,4 – 6 hours,11 – 15 hours,1 – 5 hours,Okay,Yes,No,No,No,No,No,Rarely,Rarely,Rarely,Rarely
2025-04-15 23:33:01,2025-04-15 23:38:53,IP Address,100,352,True,2025-04-15 23:38:54,R_7f8xxyBAlrjedMX,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never
2025-04-15 23:56:00,2025-04-15 23:59:30,IP Address,100,209,True,2025-04-15 23:59:30,R_4Xw7uYqE0gOqYlX,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-16 02:16:54,2025-04-16 02:19:34,IP Address,100,159,True,2025-04-16 02:19:37,R_8OFyON2JkS1Oxbz,anonymous,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Okay,Yes,No,No,No,No,No,Rarely,Never,Never,Never
2025-04-16 02:18:16,2025-04-16 02:19:36,IP Address,100,80,True,2025-04-16 02:19:37,R_4dFhMn2hJUWQWRF,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,Prefer not to say,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Wealthy Class,11 – 15 hours,7 – 9 hours,6 – 10 hours,6 – 10 hours,Excellent (5),Yes,Yes,Yes,No,No,Yes,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-16 10:19:27,2025-04-16 10:22:43,IP Address,100,196,True,2025-04-16 10:22:44,R_6YGBLJKgd2o0pb3,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Rarely,,Rarely,Never
2025-04-16 10:24:59,2025-04-16 10:26:37,IP Address,100,98,True,2025-04-16 10:26:37,R_7rGgS09HeTFGyJQ,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,11 – 15 hours,6 – 10 hours,Fair,Yes,Yes,Yes,No,No,No,Often,Often,Sometimes,Rarely
2025-04-16 10:25:31,2025-04-16 10:31:06,IP Address,100,334,True,2025-04-16 10:31:06,R_7eW3EWbbYigcMc9,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,6 – 10 hours,1 – 5 hours,Poor (1),Yes,No,No,No,No,No,Rarely,Never,Never,Rarely
2025-04-16 15:35:17,2025-04-16 15:38:37,IP Address,100,199,True,2025-04-16 15:38:37,R_1KUaUL084nTxfwa,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,6 – 10 hours,11 – 15 hours,Fair,Yes,Yes,No,No,No,No,Sometimes,Often,Often,very Often
2025-04-16 20:33:23,2025-04-16 20:36:22,IP Address,100,179,True,2025-04-16 20:36:23,R_1Cu5PdmOnxZ9aSJ,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,No,No,No,No,No,Never,Never,Never,Never
2025-04-16 23:20:54,2025-04-16 23:23:38,IP Address,100,163,True,2025-04-16 23:23:39,R_674mQgRJkyTJQAW,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Wealthy Class,6 – 10 hours,4 – 6 hours,11 – 15 hours,11 – 15 hours,Good,Yes,No,No,No,No,No,Very Often,Rarely,Rarely,Rarely
2025-04-17 14:52:55,2025-04-17 14:53:27,IP Address,100,31,True,2025-04-17 14:53:28,R_6dZ3rBANAVlCg2g,anonymous,EN,I don't consent to participate in this study,,,,,,,,,,,,,,,,,,,,,
2025-04-17 14:53:53,2025-04-17 14:56:22,IP Address,100,148,True,2025-04-17 14:56:22,R_7GNfjcYRWWnPvTo,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,7 – 9 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Good,Yes,Yes,No,No,No,No,Often,Sometimes,Sometimes,Sometimes
2025-04-17 23:42:43,2025-04-17 23:45:34,IP Address,100,170,True,2025-04-17 23:45:34,R_5M5tl05Br3pC2Je,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Good,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-11 14:57:38,2025-04-11 14:59:02,IP Address,48,83,False,2025-04-18 14:59:05,R_59N2QLhUGuX9Xix,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),,,,,,,,,,,,
2025-04-18 22:12:21,2025-04-18 22:13:42,IP Address,100,80,True,2025-04-18 22:13:43,R_7qvP0H9ULcXi9kR,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,Yes,No,No,No,Very Often,Very Often,Sometimes,very Often
2025-04-18 22:24:15,2025-04-18 22:27:26,IP Address,100,190,True,2025-04-18 22:27:27,R_5qVOdJPZIrSzCFZ,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,11 – 15 hours,1 – 3 hours,16 – 20 hours,1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-18 22:48:35,2025-04-18 22:51:48,IP Address,100,193,True,2025-04-18 22:51:48,R_7EE2SAHJDzzUDoc,anonymous,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,3.00 – 4.00,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,16 – 20 hours,11 – 15 hours,Okay,No,No,No,No,No,No,Never,Never,Never,Never
2025-04-21 10:56:14,2025-04-21 10:59:29,IP Address,100,194,True,2025-04-21 10:59:29,R_71dyPXeaie0U8KN,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Good,Yes,No,No,No,No,No,Sometimes,Never,Never,Rarely
2025-04-21 13:34:35,2025-04-21 13:37:15,IP Address,100,160,True,2025-04-21 13:37:16,R_5M0z52sdGuN8qAs,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,11 – 15 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Good,Yes,Yes,No,No,No,No,Never,Often,Often,Sometimes
2025-04-21 13:36:38,2025-04-21 13:38:01,IP Address,100,82,True,2025-04-21 13:38:01,R_3pEWoPMiOsUQk3o,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,2.00 – 2.99,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Okay,Yes,Yes,No,No,No,No,Never,Often,Very Often,very Often
2025-04-21 13:34:55,2025-04-21 13:38:37,IP Address,100,221,True,2025-04-21 13:38:38,R_5K9Yc6YzbOVZRiy,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,2.00 – 2.99,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,Yes,Yes,No,Yes,Yes,Often,Very Often,Very Often,very Often
2025-04-21 13:34:47,2025-04-21 13:39:06,IP Address,100,258,True,2025-04-21 13:39:06,R_3GP9MkLjMFL0EpJ,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Excellent (5),Yes,Yes,Yes,No,No,No,Very Often,Sometimes,Never,Never
2025-04-21 13:35:59,2025-04-21 13:40:03,IP Address,100,244,True,2025-04-21 13:40:03,R_5BxktdTfmYl7lat,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,11 – 15 hours,6 – 10 hours,Okay,Yes,Yes,Yes,No,Yes,Yes,Sometimes,Sometimes,Rarely,Sometimes
2025-04-21 13:44:15,2025-04-21 13:47:02,IP Address,100,167,True,2025-04-21 13:47:02,R_50r7aWlv9BXVUxZ,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,7 – 9 hours,6 – 10 hours,6 – 10 hours,Fair,Yes,Yes,No,No,No,No,Rarely,Never,Never,Rarely
2025-04-21 13:44:50,2025-04-21 13:47:11,IP Address,100,140,True,2025-04-21 13:47:11,R_6gYGucC9P2x8iru,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,More than 20 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-21 14:09:29,2025-04-21 14:13:08,IP Address,100,218,True,2025-04-21 14:13:08,R_1mt1GqcOXFqhNp4,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Good,Yes,Yes,No,No,No,No,Rarely,Often,Rarely,Rarely
2025-04-21 14:26:19,2025-04-21 14:30:30,IP Address,100,251,True,2025-04-21 14:30:31,R_5Qq1Zq4CDgJj4qZ,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Good,Yes,Yes,Yes,No,No,No,Very Often,Often,Often,Sometimes
2025-04-21 14:31:55,2025-04-21 14:33:39,IP Address,100,104,True,2025-04-21 14:33:39,R_5Hcnv6hAh5FYZu9,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-21 15:16:22,2025-04-21 15:18:57,IP Address,100,155,True,2025-04-21 15:18:58,R_7rIbEZxdgtddw20,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),More than 20 hours,Fair,Yes,Yes,Yes,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-21 14:03:14,2025-04-21 15:31:03,IP Address,100,5269,True,2025-04-21 15:31:04,R_5sAOM8Q73gd9FO9,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,Yes,No,No,No,Sometimes,Sometimes,Sometimes,Rarely
2025-04-21 15:59:46,2025-04-21 16:03:12,IP Address,100,206,True,2025-04-21 16:03:13,R_1wuRI0HPh3DBaYV,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,2.00 – 2.99,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,6 – 10 hours,4 – 6 hours,11 – 15 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never
2025-04-21 16:02:34,2025-04-21 16:03:50,IP Address,100,75,True,2025-04-21 16:03:50,R_65YD3twT5LokQsV,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,16 – 20 hours,1 – 5 hours,Okay,Yes,Yes,Yes,No,Yes,No,Sometimes,Rarely,Sometimes,Sometimes
2025-04-21 17:24:26,2025-04-21 17:28:19,IP Address,100,233,True,2025-04-21 17:28:19,R_5fwriapnFpXWiMF,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,4 – 6 hours,6 – 10 hours,1 – 5 hours,Okay,Yes,No,No,No,No,No,Never,Never,Never,Never
2025-04-21 18:36:23,2025-04-21 18:38:47,IP Address,100,143,True,2025-04-21 18:38:48,R_7fellFFlme9hclh,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,7 – 9 hours,1 – 5 hours,1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Never,Never,Never,Never
2025-04-21 18:44:47,2025-04-21 18:51:26,IP Address,100,399,True,2025-04-21 18:51:27,R_1mODaN8CXzs1rcB,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes
2025-04-21 19:55:48,2025-04-21 19:57:48,IP Address,100,119,True,2025-04-21 19:57:48,R_1NWnlyV6LnTBvRR,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Good,Yes,Yes,No,No,No,No,Never,Never,Never,Never
2025-04-21 13:42:15,2025-04-21 20:29:53,IP Address,100,24458,True,2025-04-21 20:29:53,R_7nuVQOFON4I55FQ,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),16 – 20 hours,Good,No,No,No,No,No,No,Rarely,Rarely,Rarely,Rarely
2025-04-21 21:33:41,2025-04-21 21:38:10,IP Address,100,268,True,2025-04-21 21:38:10,R_6r78WcSilmLWskP,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,6 – 10 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Excellent (5),Yes,Yes,No,No,No,Yes,Very Often,Often,Sometimes,Often
2025-04-21 21:59:12,2025-04-21 22:01:12,IP Address,100,119,True,2025-04-21 22:01:12,R_3jEXogeKDog3teh,anonymous,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,2.00 – 2.99,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,6 – 10 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,Yes,No,No,No,No,Sometimes,Rarely,Rarely,Never
2025-04-21 22:05:28,2025-04-21 22:07:52,IP Address,100,144,True,2025-04-21 22:07:53,R_7FRR1reFDtAitJL,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,No,No,No,No,Very Often,Often,Often,Rarely
2025-04-21 23:19:28,2025-04-21 23:21:35,IP Address,100,126,True,2025-04-21 23:21:35,R_31yxM935mDoWyeR,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Good,Yes,Yes,No,No,No,No,Sometimes,Often,Never,Never
2025-04-22 16:09:11,2025-04-22 16:11:11,IP Address,100,120,True,2025-04-22 16:11:11,R_69Lfy7GYoWfS0zn,anonymous,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Good,Yes,Yes,No,No,No,No,Rarely,Rarely,Never,Never
2025-04-22 19:00:46,2025-04-22 19:02:55,IP Address,100,128,True,2025-04-22 19:02:56,R_5nSHvZ83ozKmH0v,anonymous,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Good,Yes,Yes,Yes,Yes,No,Yes,Often,Sometimes,Rarely,Rarely
2025-04-27 14:28:31,2025-04-27 14:31:17,IP Address,100,165,True,2025-04-27 14:31:17,R_1UUlojP7MF7ctI5,anonymous,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,2.00 – 2.99,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,No,No,No,No,Rarely,Rarely,Sometimes,Sometimes
